,mu,varians_n,deviasi,skewness,energi,entropi,smoothness,asm0,idm0,stdevy0,korelasi0,kontras0,entropi0,energy0,asm45,idm45,stdevy45,korelasi45,kontras45,entropi45,energy45,asm90,idm90,stdevy90,korelasi90,kontras90,entropi90,energy90,asm135,idm135,stdevy135,korelasi135,kontras135,entropi135,energy135,Target
0,145.878640776699,0.028206147927522768,42.82644940906458,2.317845874559522,0.11432119430174606,5.502868159922291,0.027432385990276198,0.05763657057206421,0.33237240174830507,9836.11379173584,5.6135613037581084e-05,8832.448704444836,6.295308410832276,0.05763657057206421,0.052433412980354754,0.3146139288163066,9627.241448603225,5.364184413272173e-05,9311.03897198223,6.350803087687217,0.052433412980354754,0.05355429653018961,0.3359076714772329,9417.834261138447,6.487688365027519e-05,7281.685485569786,6.2899581304213035,0.05355429653018961,0.0405498417969034,0.2603013943806012,9977.570429700316,5.4601583663460487e-05,12312.538866652538,6.50204417861355,0.0405498417969034,1
1,157.54439724919092,0.03128846118460133,45.1057888582907,0.7282923256700974,0.18654169415904734,4.746257343864952,0.030339194475870968,0.13854778348584246,0.46580155089745523,10113.63410905934,6.332857141642718e-05,7337.584158415808,5.210383702490264,0.13854778348584246,0.12237942214365957,0.42623742322906105,9869.287278009397,5.313677439099877e-05,9386.670107436226,5.367857167967324,0.12237942214365957,0.1299077762860558,0.4663497234410181,9634.15212860034,6.960393152295966e-05,6264.29934695593,5.233407563004764,0.1299077762860558,0.1222491523811859,0.41469971094011737,9977.570429700316,5.4601583663460487e-05,9158.559511270216,5.368044560895765,0.1222491523811859,2
2,122.03387944983817,0.023270990381393585,38.89982197324453,6.477193593705709,0.10786568057388396,5.57689524556781,0.022741766941638875,0.042777763157898954,0.30772275692941975,10333.147300342767,5.307987083209817e-05,9347.046555719353,6.430653173900563,0.042777763157898954,0.028114726500728958,0.24442059594607568,10196.784673967755,3.294475019833152e-05,13537.723404255295,6.65544333629395,0.028114726500728958,0.03946647931133662,0.3056091308761847,10039.965341686384,5.476590747088374e-05,9027.148514851418,6.473490296965882,0.03946647931133662,0.02982478617098228,0.24646037639962182,9977.570429700316,5.4601583663460487e-05,12070.44659785122,6.619653745661131,0.02982478617098228,3
3,127.80956715210357,0.025715846024273906,40.89221059967792,4.815160243238719,0.09089684727851635,5.84171678583832,0.025071120938561897,0.04209792407555871,0.30607392435118175,9775.880965089216,6.0751860449690314e-05,7971.939751421888,6.612108807692566,0.04209792407555871,0.024829048395251452,0.22225538139876144,9621.955005886826,3.4045455592201e-05,12936.35938487456,6.923205808057883,0.024829048395251452,0.033564821954227365,0.2789404814281087,9452.397822120809,5.709868950650624e-05,8691.077101327086,6.746558329442981,0.033564821954227365,0.032914715708156274,0.2564472853527965,9977.570429700316,5.4601583663460487e-05,9972.60859490198,6.751548969446185,0.032914715708156274,4
4,147.56158980582524,0.029470895640882004,43.77607781709495,1.8304321422628735,0.10927998355039223,5.582666978922859,0.028627225660940447,0.0595521196428012,0.35269345869618796,9695.617896675654,7.046924179023817e-05,6219.496524120453,6.2637963796547185,0.0595521196428012,0.0507469620696447,0.3041275801918537,9481.627860992245,5.3327936879016505e-05,9374.86012218236,6.437672652168937,0.0507469620696447,0.04054855485324512,0.27804886260725986,9268.509054081285,4.327167175498867e-05,11148.095428691733,6.583078112634167,0.04054855485324512,0.028747725271610437,0.21947233077812853,9977.570429700316,5.4601583663460487e-05,15205.186222877535,6.692704828965225,0.028747725271610437,5
5,135.80147653721684,0.026700866400024035,41.66801936331463,4.343540261392425,0.12143928667745438,5.376400676652291,0.02600647108991616,0.06320153684148982,0.3649493790414642,10556.511325359394,6.19002020305333e-05,7373.687802822766,6.0720077371628145,0.06320153684148982,0.03642307944405388,0.2536250302601094,10378.28270789496,2.749118213947836e-05,14832.99515483455,6.454853087106764,0.03642307944405388,0.05271243567888717,0.3363321976701892,10191.0999598541,5.619278045470379e-05,8685.539919949406,6.209291920955382,0.05271243567888717,0.06013426195045728,0.3485288247693325,9977.570429700316,5.4601583663460487e-05,7235.328417948116,6.07502188611245,0.06013426195045728,1
6,128.01355177993528,0.021959629632995456,37.78789378736965,7.365299294555306,0.19211516067332696,4.433120820166895,0.021487766244623008,0.1315412184312153,0.5240566131480645,11971.675809528688,6.751859058286621e-05,4692.6302928165,4.7665089660238,0.1315412184312153,0.11749955367462496,0.4811564649005387,11817.12955191418,6.169674630236508e-05,6408.080050558208,4.92437240256429,0.11749955367462496,0.1161668791381056,0.48454975864905414,11647.122495158379,6.0062241860521027e-05,6937.278070360198,4.965353078086405,0.1161668791381056,0.10213433393054841,0.432451932244293,9977.570429700316,5.4601583663460487e-05,9552.090794185762,5.099213620177875,0.10213433393054841,2
7,111.28246359223303,0.01827508421411436,34.472269304801884,8.771377624019998,0.12811097561294862,5.335124829264376,0.017947099460082327,0.05361915405287955,0.3517414774173494,10523.318240009952,6.136788573893807e-05,7493.508531704191,6.074765984139409,0.05361915405287955,0.027114993164330914,0.2378480413810367,10419.649676196148,3.0143618390531144e-05,14284.777754371155,6.473958837979263,0.027114993164330914,0.044804499723061934,0.32134239745959275,10286.541795348016,5.241469638289604e-05,9474.502211923249,6.2432244280440345,0.044804499723061934,0.04301076652627484,0.30701012701496594,9977.570429700316,5.4601583663460487e-05,9259.973878238845,6.236152451601839,0.04301076652627484,3
8,100.67152103559872,0.012992608838736378,29.06620700639891,12.502323237819823,0.20566100847289026,4.360316299187711,0.012825966078499618,0.11916889711014025,0.5105409535036088,11424.90029319678,6.830774886557759e-05,5078.0332841794625,4.782219158814579,0.11916889711014025,0.12013661217584376,0.5016572927427915,11353.498625610746,7.04704788352202e-05,4560.261428270471,4.766108531781543,0.12013661217584376,0.12435776518949518,0.5206266452738806,11243.792392734074,7.029107421804829e-05,4673.242258268348,4.7418278718961115,0.12435776518949518,0.08704809250763934,0.4267573992744955,9977.570429700316,5.4601583663460487e-05,8502.140931114347,5.070821382974286,0.08704809250763934,4
9,132.56088187702267,0.024038862088500916,39.53640104137922,5.746635032328774,0.15136320887794363,4.934828481245135,0.023474560369197484,0.09018337571445799,0.4469489082314052,11380.96535556552,6.535700705103278e-05,5917.475458184075,5.450515089374218,0.09018337571445799,0.04273516088504344,0.2730415859560562,11212.591087142926,1.4186582974245566e-05,18853.658521171194,6.02615236570912,0.04273516088504344,0.056210348544725224,0.3356557728403863,11032.555230629394,3.613078011215441e-05,13306.95871076464,5.9260000399452535,0.056210348544725224,0.07207896295772204,0.3770702644515268,9977.570429700316,5.4601583663460487e-05,8867.783652833328,5.69598156417946,0.07207896295772204,5
